Date,AAPL,AMZN,CVX,GOOGL,JNJ,JPM,MA,META,MSFT,NVDA,PG,QQQ,SPY,TSLA,V,WMT
2025-02-13,241.21368408203125,230.3699951171875,152.31475830078125,185.70106506347656,154.6752471923828,273.31170654296875,564.6492309570312,727.352783203125,408.9676513671875,135.26815795898438,168.80618286132812,534.5017700195312,606.1094360351562,355.94000244140625,355.0403747558594,104.50962829589844
2025-02-14,244.2796630859375,228.67999267578125,153.47067260742188,184.79319763183594,153.59326171875,273.5787658691406,563.103759765625,735.4492797851562,406.86572265625,138.8275909423828,160.78140258789062,536.7459106445312,606.0796508789062,355.8399963378906,353.2233581542969,103.50482940673828
2025-02-18,244.14984130859375,226.64999389648438,154.2808074951172,183.33665466308594,153.67257690429688,276.9021911621094,566.9424438476562,715.1829223632812,408.07110595703125,139.37750244140625,163.2885284423828,537.962646484375,607.8590087890625,354.1099853515625,356.1385498046875,103.24616241455078
2025-02-19,244.54930114746094,226.6300048828125,155.33792114257812,184.83311462402344,156.5479278564453,276.2098083496094,566.832763671875,702.6038818359375,413.1814270019531,139.20751953125,164.33482360839844,538.1123046875,609.2904663085938,360.55999755859375,354.6410217285156,103.46502685546875
2025-02-20,245.508056640625,222.8800048828125,156.879150390625,184.12478637695312,158.3227081298828,263.8953552246094,561.6281127929688,693.6885986328125,415.3674621582031,140.08738708496094,165.04550170898438,535.8281860351562,606.755615234375,354.3999938964844,349.90887451171875,96.70995330810547
2025-02-21,245.22842407226562,216.5800018310547,155.0316619873047,179.23634338378906,160.92044067382812,261.36322021484375,555.875,682.4173583984375,407.4619445800781,134.40829467773438,168.02639770507812,524.7073364257812,596.3776245117188,337.79998779296875,347.9521179199219,94.29244995117188
2025-02-24,246.77639770507812,212.7100067138672,155.989990234375,178.8273162841797,162.34820556640625,258.49481201171875,557.3606567382812,667.0228881835938,403.2596740722656,130.25897216796875,168.33238220214844,518.5135498046875,593.663818359375,330.5299987792969,349.2799072265625,93.18816375732422
2025-02-25,246.71646118164062,212.8000030517578,154.5376739501953,175.00633239746094,164.67822265625,254.59768676757812,562.3759155273438,656.4105224609375,397.17083740234375,126.60955810546875,170.41506958007812,511.9806823730469,590.71142578125,302.79998779296875,351.5062255859375,97.18748474121094
2025-02-26,240.0452117919922,214.35000610351562,153.27308654785156,172.3226776123047,161.69381713867188,255.97254943847656,559.6240234375,672.5836791992188,398.99749755859375,131.25881958007812,169.08255004882812,513.2174682617188,591.0096435546875,290.79998779296875,350.04864501953125,95.70514678955078
2025-02-27,236.98922729492188,208.74000549316406,154.78466796875,168.1026611328125,162.33828735351562,256.2297058105469,563.16357421875,657.1492309570312,391.8106994628906,120.13060760498047,169.74388122558594,498.9646911621094,581.5759887695312,281.95001220703125,355.1501770019531,96.29212188720703
2025-02-28,241.5232696533203,212.27999877929688,156.71119689941406,169.8784637451172,163.61732482910156,261.7687683105469,574.6198120117188,667.0927734375,396.26251220703125,124.89983367919922,171.58966064453125,506.8441162109375,590.6517944335938,292.9800109863281,362.1086120605469,98.10275268554688
2025-03-03,237.71826171875,205.02000427246094,151.24774169921875,166.6161651611328,165.8581085205078,257.7826232910156,573.2339477539062,653.964599609375,387.778076171875,114.04158782958984,173.3170166015625,495.7530822753906,580.3036499023438,284.6499938964844,361.2200927734375,97.08799743652344
2025-03-04,235.6210174560547,203.8000030517578,150.17086791992188,170.51695251464844,164.013916015625,247.52552795410156,553.4421997070312,638.9395141601562,387.8978576660156,115.97127532958984,170.93820190429688,494.25701904296875,573.4346313476562,272.0400085449219,351.64599609375,94.48147583007812
2025-03-05,235.4312744140625,208.36000061035156,148.9951934814453,172.6120147705078,163.71646118164062,248.79159545898438,556.6627197265625,655.3822021484375,400.2851257324219,117.28106689453125,172.34970092773438,500.7001647949219,579.5978393554688,279.1000061035156,352.0952453613281,95.48628997802734
2025-03-06,235.0218048095703,200.6999969482422,151.10943603515625,171.94358825683594,164.42044067382812,243.8559112548828,548.2075805664062,626.8894653320312,396.1627197265625,110.55215454101562,172.39906311035156,486.92620849609375,569.309326171875,263.45001220703125,343.5893859863281,94.1531753540039
2025-03-07,238.7569122314453,199.25,154.45863342285156,173.45001220703125,165.27313232421875,239.6422882080078,545.16650390625,624.6232299804688,392.5892639160156,112.67181396484375,173.67234802246094,490.5068359375,572.5001831054688,262.6700134277344,344.7474670410156,91.24819946289062
2025-03-10,227.1820831298828,194.5399932861328,155.67384338378906,165.66943359375,166.2745361328125,229.6918182373047,535.5447998046875,596.9990844726562,379.46337890625,106.96273040771484,173.9783477783203,471.4965515136719,557.2513427734375,222.14999389648438,340.913818359375,87.3682632446289
2025-03-11,220.55078125,196.58999633789062,152.22584533691406,163.84164428710938,164.45018005371094,226.64535522460938,524.2579956054688,604.7063598632812,379.7528381347656,108.74244689941406,170.8789825439453,470.3695068359375,552.6189575195312,230.5800018310547,331.5893249511719,86.99021911621094
2025-03-12,216.69583129882812,198.88999938964844,150.8328094482422,166.90794372558594,161.4657745361328,225.41883850097656,523.1014404296875,618.5333862304688,382.5676574707031,115.73196411132812,166.1904754638672,475.6756591796875,555.551513671875,248.08999633789062,332.28814697265625,84.76173400878906
2025-03-13,209.4053955078125,193.88999938964844,151.76148986816406,162.56320190429688,161.60458374023438,222.7383575439453,518.3055419921875,589.6613159179688,378.0758972167969,115.57197570800781,166.40762329101562,467.1180114746094,548.1456909179688,240.67999267578125,328.0052490234375,84.06533813476562
2025-03-14,213.21041870117188,197.9499969482422,155.13046264648438,165.28990173339844,161.4261016845703,229.909423828125,526.0925903320312,607.1328125,387.84796142578125,121.66155242919922,165.795654296875,478.4084777832031,559.4680786132812,249.97999572753906,331.2498474121094,84.91095733642578
2025-03-17,213.71974182128906,195.74000549316406,156.80999755859375,164.09133911132812,161.4558563232422,231.38319396972656,530.4298095703125,604.4349365234375,387.98773193359375,119.52169799804688,167.56246948242188,481.5103454589844,563.7823486328125,238.00999450683594,333.99530029296875,87.0101089477539
2025-03-18,212.4114532470703,192.82000732421875,158.87484741210938,160.47572326660156,162.85386657714844,232.41188049316406,528.6351318359375,581.9122314453125,382.81719970703125,115.42198181152344,165.53903198242188,473.3018493652344,557.688720703125,225.30999755859375,334.2149353027344,85.14972686767578
2025-03-19,214.95811462402344,195.5399932861328,162.07586669921875,163.69183349609375,161.60458374023438,236.50680541992188,534.517822265625,583.6109619140625,387.1093444824219,117.51183319091797,166.38790893554688,479.6352844238281,563.762451171875,235.86000061035156,339.3064880371094,85.88592529296875
2025-03-20,213.81961059570312,194.9499969482422,162.78720092773438,162.6031494140625,161.6343231201172,236.40789794921875,534.8069458007812,585.5494384765625,386.131103515625,118.52176666259766,165.381103515625,478.009521484375,562.1321411132812,236.25999450683594,338.9371032714844,85.36859893798828
2025-03-21,217.98414611816406,196.2100067138672,162.76744079589844,163.79171752929688,162.2391357421875,238.99937438964844,534.1189575195312,595.7915649414062,390.54302978515625,117.69182586669922,164.5322265625,479.58538818359375,562.317626953125,248.7100067138672,335.1034851074219,85.77262115478516
2025-03-24,220.44091796875,203.25999450683594,163.03419494628906,167.4772491455078,161.9020233154297,245.359375,542.0755615234375,618.3742065429688,392.35968017578125,121.40157318115234,163.5056915283203,490.10955810546875,572.3878784179688,278.3900146484375,343.29986572265625,87.27897644042969
2025-03-25,223.45697021484375,205.7100067138672,163.943115234375,170.353759765625,159.6513214111328,248.3959503173828,543.5612182617188,625.8284912109375,394.4358825683594,120.68162536621094,160.741943359375,492.90643310546875,573.7637939453125,288.1400146484375,344.0486145019531,84.5555648803711
2025-03-26,221.2398681640625,201.1300048828125,165.9486846923828,164.86041259765625,160.34536743164062,248.2970428466797,547.4597778320312,610.51025390625,389.2554016113281,113.75210571289062,164.42364501953125,483.83660888671875,566.9140625,272.05999755859375,343.6093444824219,85.00447845458984
2025-03-27,223.5568389892578,201.36000061035156,164.64456176757812,162.04383850097656,161.74339294433594,245.41871643066406,555.9348754882812,602.11669921875,389.8642578125,111.4222640991211,166.52609252929688,481.0797119140625,565.4085083007812,273.1300048828125,349.2799072265625,85.4234619140625
